ID_Transaction,Order_date,ID_Customer,Product,Brand,Harga,Kuantitas,Harga_Total,Total_Diskon,Total_Sales,Biaya_Ongkir,Grand_Total
TX-001790,2026-11-25 09:53,C03656,Buku Tulis Sidu 38L,Prograph,4500,2,9000,630,8370,0,8370
TX-001791,2026-11-26 09:53,C03657,Map A4,Scriba,7000,2,14000,0,14000,18773,32773
TX-001792,2026-11-27 09:53,C03658,Map A4,Scriba,7000,1,7000,0,7000,25286,32286
TX-001793,2026-11-28 09:53,C03659,Kalkulator Casio,Officeo,175000,1,175000,0,175000,33165,208165
TX-001794,2026-11-29 09:53,C03660,Buku Tulis Sidu 38L,Inklite,4500,5,22500,2700,19800,36437,56237
TX-001795,2026-11-30 09:53,C03661,Amplop Coklat F4,Quillo,2200,4,8800,880,7920,57309,65229
TX-001796,2026-12-01 09:53,C03662,Binder A5,Artlinez,28000,5,140000,25200,114800,0,114800
TX-001797,2026-12-02 09:53,C03663,Map A4,Graphen,7000,1,7000,1260,5740,0,5740
TX-001798,2026-12-03 09:53,C03664,Pensil 2B,Inkspire,5000,1,5000,250,4750,0,4750
TX-001799,2026-12-04 09:53,C03665,Pensil 2B,Pensta,5000,4,20000,0,20000,0,20000
TX-001800,2026-12-05 09:53,C03666,Pensil 2B,Draftex,5000,4,20000,1400,18600,0,18600
TX-001801,2026-12-06 09:53,C03667,Spidol Snowman,Flowline,11000,4,44000,7920,36080,28869,64949
TX-001802,2026-12-07 09:53,C03668,Spidol Snowman,Pensta,11000,2,22000,0,22000,15392,37392
TX-001803,2026-12-08 09:53,C03669,Cutter kecil,Mepen,10000,5,50000,0,50000,25466,75466
TX-001804,2026-12-09 09:53,C03670,Kertas HVS A4 70gsm 500lbr,Vectro,62000,3,186000,18600,167400,33253,200653
TX-001805,2026-12-10 09:53,C03671,Kertas HVS A4 70gsm 500lbr,Inklite,62000,3,186000,0,186000,35909,221909
TX-001806,2026-12-11 09:53,C03672,Cutter kecil,Markify,10000,4,40000,0,40000,33079,73079
TX-001807,2026-12-12 09:53,C03673,Kalkulator Casio,Prograph,175000,4,700000,126000,574000,52436,626436
TX-001808,2026-12-13 09:53,C03674,Paper Clip Joyko,Lumo,7000,3,21000,3150,17850,19431,37281
TX-001809,2026-12-14 09:53,C03675,Buku Tulis Sidu 38L,Pensta,4500,3,13500,0,13500,58517,72017
TX-001810,2026-12-15 09:53,C03676,Pulpen Pilot 0.5,Lumo,12000,2,24000,2400,21600,37321,58921
TX-001811,2026-12-16 09:53,C03677,Amplop Coklat F4,Artlinez,2200,3,6600,0,6600,8442,15042
TX-001812,2026-12-17 09:53,C03678,Glue Stick UHU,Statvio,12000,5,60000,0,60000,0,60000
TX-001813,2026-12-18 09:53,C03679,Buku Tulis Sidu 38L,Pentagio,4500,1,4500,0,4500,19264,23764
TX-001814,2026-12-19 09:53,C03680,Paper Clip Joyko,DraftLab,7000,1,7000,0,7000,6276,13276
TX-001815,2026-12-20 09:53,C03681,Map A4,Vectro,7000,1,7000,700,6300,0,6300
TX-001816,2026-12-21 09:53,C03682,Penghapus kecil,Flowline,3000,3,9000,0,9000,37260,46260
TX-001817,2026-12-22 09:53,C03683,Amplop Coklat F4,Notivo,2200,4,8800,0,8800,42268,51068
TX-001818,2026-12-23 09:53,C03684,Kertas HVS A4 70gsm 500lbr,Inklite,62000,3,186000,9300,176700,17076,193776
TX-001819,2026-12-24 09:53,C03685,Pensil 2B,Draftex,5000,1,5000,0,5000,15111,20111
TX-001820,2026-12-25 09:53,C03686,Glue Stick UHU,Officeo,12000,2,24000,0,24000,55855,79855
TX-001821,2026-12-26 09:53,C03687,Pensil 2B,Mepen,5000,3,15000,3750,11250,0,11250
TX-001822,2026-12-27 09:53,C03688,Buku Tulis Sidu 38L,Draftex,4500,2,9000,450,8550,60255,68805
TX-001823,2026-12-28 09:53,C03689,Map A4,Scriba,7000,4,28000,7000,21000,52255,73255
TX-001824,2026-12-29 09:53,C03690,Stabilo Highlighter,NexWrite,15000,3,45000,0,45000,28598,73598
TX-001825,2026-12-30 09:53,C03691,Cutter kecil,Officeo,10000,5,50000,5000,45000,58193,103193
TX-001826,2026-12-31 09:53,C03692,Map A4,Statvio,7000,5,35000,2450,32550,59657,92207
TX-001827,2027-01-01 09:53,C03693,Pensil 2B,Lumo,5000,1,5000,0,5000,60256,65256
TX-001828,2027-01-02 09:53,C03694,Kalkulator Casio,Statvio,175000,2,350000,87500,262500,34003,296503
TX-001829,2027-01-03 09:53,C03695,Binder A5,Statvio,28000,4,112000,0,112000,0,112000
TX-001830,2027-01-04 09:53,C03696,Spidol Snowman,Draftex,11000,5,55000,0,55000,37875,92875
TX-001831,2027-01-05 09:53,C03697,Buku Tulis Sidu 38L,Inkspire,4500,1,4500,450,4050,32842,36892
TX-001832,2027-01-06 09:53,C03698,Cutter kecil,NexWrite,10000,1,10000,0,10000,0,10000
TX-001833,2027-01-07 09:53,C03699,Map A4,Flowline,7000,4,28000,0,28000,16677,44677
TX-001834,2027-01-08 09:53,C03700,Kertas HVS A4 70gsm 500lbr,Papermark,62000,5,310000,0,310000,23674,333674
TX-001835,2027-01-09 09:53,C03701,Cutter kecil,Flowline,10000,1,10000,700,9300,29214,38514
TX-001836,2027-01-10 09:53,C03702,Penggaris 30cm,Flowline,5000,1,5000,250,4750,65804,70554
TX-001837,2027-01-11 09:53,C03703,Glue Stick UHU,DraftLab,12000,5,60000,18000,42000,0,42000
TX-001838,2027-01-12 09:53,C03704,Cutter kecil,Prograph,10000,2,20000,2000,18000,35280,53280
TX-001839,2027-01-13 09:53,C03705,Pensil 2B,Lumo,5000,2,10000,0,10000,6961,16961
TX-001840,2027-01-14 09:53,C03706,Binder A5,Papermark,28000,2,56000,3920,52080,41630,93710
TX-001841,2027-01-15 09:53,C03707,Amplop Putih,Lumora,1200,1,1200,0,1200,18166,19366
TX-001842,2027-01-16 09:53,C03708,Kertas HVS A4 70gsm 500lbr,Pensta,62000,1,62000,0,62000,37120,99120
TX-001843,2027-01-17 09:53,C03709,Pensil 2B,Draftex,5000,3,15000,0,15000,38500,53500
TX-001844,2027-01-18 09:53,C03710,Binder A5,Statvio,28000,4,112000,0,112000,52705,164705
TX-001845,2027-01-19 09:53,C03711,Spidol Snowman,Markify,11000,5,55000,0,55000,39474,94474
TX-001846,2027-01-20 09:53,C03712,Amplop Putih,Markify,1200,3,3600,360,3240,64441,67681
TX-001847,2027-01-21 09:53,C03713,Kalkulator Casio,Scriba,175000,4,700000,35000,665000,0,665000
TX-001848,2027-01-22 09:53,C03714,Pensil 2B,Inkspire,5000,3,15000,1050,13950,34991,48941
TX-001849,2027-01-23 09:53,C03715,Map A4,Pentagio,7000,5,35000,0,35000,27319,62319
TX-001850,2027-01-24 09:53,C03716,Spidol Snowman,Inklite,11000,1,11000,550,10450,30071,40521
TX-001851,2027-01-25 09:53,C03717,Amplop Coklat F4,Papirus,2200,2,4400,0,4400,18301,22701
TX-001852,2027-01-26 09:53,C03718,Cutter kecil,Vectro,10000,3,30000,2100,27900,0,27900
TX-001853,2027-01-27 09:53,C03719,Cutter kecil,Prograph,10000,1,10000,0,10000,33530,43530
TX-001854,2027-01-28 09:53,C03720,Kalkulator Casio,Scriba,175000,5,875000,43750,831250,24568,855818
TX-001855,2027-01-29 09:53,C03721,Pensil 2B,Statvio,5000,1,5000,0,5000,24116,29116
TX-001856,2027-01-30 09:53,C03722,Penghapus kecil,Scriba,3000,2,6000,420,5580,61777,67357
TX-001857,2027-01-31 09:53,C03723,Glue Stick UHU,Papermark,12000,1,12000,3600,8400,61779,70179
TX-001858,2027-02-01 09:53,C03724,Penggaris 30cm,Inklite,5000,5,25000,0,25000,32300,57300
TX-001859,2027-02-02 09:53,C03725,Map A4,Vectro,7000,5,35000,0,35000,35351,70351
TX-001860,2027-02-03 09:53,C03726,Spidol Snowman,Pentagio,11000,1,11000,0,11000,46916,57916
TX-001861,2027-02-04 09:53,C03727,Kalkulator Casio,Vectro,175000,3,525000,0,525000,0,525000
TX-001862,2027-02-05 09:53,C03728,Stabilo Highlighter,Papermark,15000,5,75000,0,75000,0,75000
TX-001863,2027-02-06 09:53,C03729,Kalkulator Casio,Vectro,175000,4,700000,70000,630000,19369,649369
TX-001864,2027-02-07 09:53,C03730,Binder A5,Lumora,28000,1,28000,0,28000,57121,85121
TX-001865,2027-02-08 09:53,C03731,Kalkulator Casio,DraftLab,175000,4,700000,70000,630000,30311,660311
TX-001866,2027-02-09 09:53,C03732,Kertas HVS A4 70gsm 500lbr,Quillo,62000,2,124000,0,124000,44524,168524
TX-001867,2027-02-10 09:53,C03733,Kertas HVS A4 70gsm 500lbr,Prograph,62000,3,186000,9300,176700,5192,181892
TX-001868,2027-02-11 09:53,C03734,Pensil 2B,Pentagio,5000,3,15000,0,15000,27706,42706
TX-001869,2027-02-12 09:53,C03735,Buku Tulis Sidu 38L,Officeo,4500,5,22500,0,22500,43406,65906
TX-001870,2027-02-13 09:53,C03736,Stabilo Highlighter,Inklite,15000,1,15000,2250,12750,63647,76397
TX-001871,2027-02-14 09:53,C03737,Kertas HVS A4 70gsm 500lbr,NexWrite,62000,4,248000,74400,173600,53976,227576
TX-001872,2027-02-15 09:53,C03738,Map A4,Draftex,7000,1,7000,490,6510,51920,58430
TX-001873,2027-02-16 09:53,C03739,Binder A5,Artlinez,28000,4,112000,11200,100800,46890,147690
TX-001874,2027-02-17 09:53,C03740,Spidol Snowman,Artlinez,11000,2,22000,0,22000,28879,50879
TX-001875,2027-02-18 09:53,C03741,Stabilo Highlighter,Papermark,15000,1,15000,0,15000,53372,68372
TX-001876,2027-02-19 09:53,C03742,Kalkulator Casio,Lumora,175000,1,175000,0,175000,25322,200322
TX-001877,2027-02-20 09:53,C03743,Amplop Coklat F4,Draftex,2200,4,8800,440,8360,68685,77045
TX-001878,2027-02-21 09:53,C03744,Buku Tulis Sidu 38L,Papirus,4500,1,4500,450,4050,0,4050
TX-001879,2027-02-22 09:53,C03745,Kalkulator Casio,DraftLab,175000,2,350000,87500,262500,0,262500
TX-001880,2027-02-23 09:53,C03746,Penghapus kecil,Writex,3000,2,6000,0,6000,0,6000
TX-001881,2027-02-24 09:53,C03747,Binder A5,Lumora,28000,3,84000,5880,78120,44438,122558
TX-001882,2027-02-25 09:53,C03748,Kertas HVS A4 70gsm 500lbr,Papirus,62000,4,248000,12400,235600,0,235600
TX-001883,2027-02-26 09:53,C03749,Penggaris 30cm,Quillo,5000,5,25000,0,25000,5609,30609
TX-001884,2027-02-27 09:53,C03750,Binder A5,Writex,28000,5,140000,0,140000,0,140000
TX-001885,2027-02-28 09:53,C03751,Kertas HVS A4 70gsm 500lbr,Notivo,62000,3,186000,0,186000,0,186000
TX-001886,2027-03-01 09:53,C03752,Map A4,Artlinez,7000,2,14000,700,13300,5742,19042
TX-001887,2027-03-02 09:53,C03753,Penggaris 30cm,Quillo,5000,4,20000,3600,16400,0,16400
TX-001888,2027-03-03 09:53,C03754,Penggaris 30cm,Notivo,5000,2,10000,0,10000,28738,38738
TX-001889,2027-03-04 09:53,C03755,Penghapus kecil,Vectro,3000,2,6000,1080,4920,29957,34877
TX-001890,2027-03-05 09:53,C03756,Buku Tulis Sidu 38L,Writex,4500,3,13500,945,12555,24792,37347
TX-001891,2027-03-06 09:53,C03757,Penghapus kecil,Lumo,3000,2,6000,0,6000,36738,42738
TX-001892,2027-03-07 09:53,C03758,Amplop Putih,Markify,1200,4,4800,0,4800,40884,45684
TX-001893,2027-03-08 09:53,C03759,Kertas HVS A4 70gsm 500lbr,Inkspire,62000,3,186000,0,186000,24934,210934
TX-001894,2027-03-09 09:53,C03760,Amplop Putih,Notivo,1200,3,3600,0,3600,38570,42170
TX-001895,2027-03-10 09:53,C03761,Map A4,Mepen,7000,4,28000,0,28000,32978,60978
TX-001896,2027-03-11 09:53,C03762,Glue Stick UHU,Artlinez,12000,3,36000,0,36000,45774,81774
TX-001897,2027-03-12 09:53,C03763,Amplop Coklat F4,Quillo,2200,5,11000,0,11000,31424,42424
TX-001898,2027-03-13 09:53,C03764,Spidol Snowman,Graphen,11000,4,44000,2200,41800,48967,90767
TX-001899,2027-03-14 09:53,C03765,Spidol Snowman,Quillo,11000,3,33000,0,33000,33464,66464
TX-001900,2027-03-15 09:53,C03766,Pensil 2B,Vectro,5000,1,5000,0,5000,64058,69058
TX-001901,2027-03-16 09:53,C03767,Glue Stick UHU,Inkspire,12000,1,12000,0,12000,0,12000
TX-001902,2027-03-17 09:53,C03768,Glue Stick UHU,Notivo,12000,2,24000,0,24000,17737,41737
TX-001903,2027-03-18 09:53,C03769,Penghapus kecil,NexWrite,3000,5,15000,0,15000,41943,56943
TX-001904,2027-03-19 09:53,C03770,Map A4,Draftex,7000,4,28000,1960,26040,49810,75850
TX-001905,2027-03-20 09:53,C03771,Glue Stick UHU,Artlinez,12000,1,12000,0,12000,33304,45304
TX-001906,2027-03-21 09:53,C03772,Kertas HVS A4 70gsm 500lbr,Graphen,62000,3,186000,0,186000,0,186000
TX-001907,2027-03-22 09:53,C03773,Amplop Putih,Inkspire,1200,5,6000,1200,4800,0,4800
TX-001908,2027-03-23 09:53,C03774,Binder A5,Statvio,28000,1,28000,2800,25200,30774,55974
TX-001909,2027-03-24 09:53,C03775,Pulpen Pilot 0.5,Pensta,12000,3,36000,0,36000,68324,104324
TX-001910,2027-03-25 09:53,C03776,Spidol Snowman,DraftLab,11000,1,11000,770,10230,57495,67725
TX-001911,2027-03-26 09:53,C03777,Kalkulator Casio,Draftex,175000,1,175000,0,175000,0,175000
TX-001912,2027-03-27 09:53,C03778,Stabilo Highlighter,Prograph,15000,5,75000,0,75000,0,75000
TX-001913,2027-03-28 09:53,C03779,Stabilo Highlighter,Quillo,15000,2,30000,0,30000,22242,52242
TX-001914,2027-03-29 09:53,C03780,Kalkulator Casio,NexWrite,175000,4,700000,49000,651000,35149,686149
TX-001915,2027-03-30 09:53,C03781,Penghapus kecil,Quillo,3000,4,12000,600,11400,37410,48810
TX-001916,2027-03-31 09:53,C03782,Map A4,Markify,7000,3,21000,0,21000,48386,69386
TX-001917,2027-04-01 09:53,C03783,Stabilo Highlighter,Flowline,15000,5,75000,0,75000,29422,104422
TX-001918,2027-04-02 09:53,C03784,Binder A5,Lumora,28000,2,56000,0,56000,58965,114965
TX-001919,2027-04-03 09:53,C03785,Map A4,Artlinez,7000,2,14000,3500,10500,0,10500
TX-001920,2027-04-04 09:53,C03786,Pensil 2B,Vectro,5000,5,25000,0,25000,36350,61350
TX-001921,2027-04-05 09:53,C03787,Kalkulator Casio,Pensta,175000,5,875000,0,875000,26535,901535
TX-001922,2027-04-06 09:53,C03788,Pensil 2B,Markify,5000,5,25000,0,25000,33452,58452
TX-001923,2027-04-07 09:53,C03789,Stabilo Highlighter,Flowline,15000,2,30000,0,30000,29093,59093
TX-001924,2027-04-08 09:53,C03790,Penggaris 30cm,Officeo,5000,4,20000,1000,19000,55768,74768
TX-001925,2027-04-09 09:53,C03791,Buku Tulis Sidu 38L,Draftex,4500,1,4500,0,4500,0,4500
TX-001926,2027-04-10 09:53,C03792,Pulpen Pilot 0.5,Mepen,12000,3,36000,0,36000,0,36000
TX-001927,2027-04-11 09:53,C03793,Buku Tulis Sidu 38L,Lumo,4500,5,22500,1125,21375,0,21375
TX-001928,2027-04-12 09:53,C03794,Penghapus kecil,Vectro,3000,2,6000,0,6000,18196,24196
TX-001929,2027-04-13 09:53,C03795,Buku Tulis Sidu 38L,Statvio,4500,5,22500,1125,21375,42416,63791
TX-001930,2027-04-14 09:53,C03796,Map A4,Lumora,7000,5,35000,1750,33250,51219,84469
TX-001931,2027-04-15 09:53,C03797,Pulpen Pilot 0.5,Inklite,12000,4,48000,3360,44640,34169,78809
TX-001932,2027-04-16 09:53,C03798,Penghapus kecil,Mepen,3000,1,3000,0,3000,8565,11565
TX-001933,2027-04-17 09:53,C03799,Penggaris 30cm,Officeo,5000,4,20000,0,20000,60732,80732
TX-001934,2027-04-18 09:53,C03800,Paper Clip Joyko,NexWrite,7000,5,35000,1750,33250,0,33250
TX-001935,2027-04-19 09:53,C03801,Pulpen Pilot 0.5,Mepen,12000,4,48000,2400,45600,61741,107341
TX-001936,2027-04-20 09:53,C03802,Glue Stick UHU,Graphen,12000,1,12000,840,11160,59115,70275
TX-001937,2027-04-21 09:53,C03803,Kalkulator Casio,DraftLab,175000,2,350000,52500,297500,23719,321219
TX-001938,2027-04-22 09:53,C03804,Amplop Coklat F4,Graphen,2200,5,11000,0,11000,44569,55569
TX-001939,2027-04-23 09:53,C03805,Spidol Snowman,Papermark,11000,5,55000,6600,48400,57424,105824
TX-001940,2027-04-24 09:53,C03806,Amplop Coklat F4,Scriba,2200,5,11000,1980,9020,36185,45205
TX-001941,2027-04-25 09:53,C03807,Stabilo Highlighter,Flowline,15000,2,30000,0,30000,49889,79889
TX-001942,2027-04-26 09:53,C03808,Amplop Coklat F4,Markify,2200,2,4400,0,4400,0,4400
TX-001943,2027-04-27 09:53,C03809,Map A4,Pentagio,7000,1,7000,0,7000,25707,32707
TX-001944,2027-04-28 09:53,C03810,Binder A5,Scriba,28000,3,84000,0,84000,0,84000
TX-001945,2027-04-29 09:53,C03811,Pensil 2B,Prograph,5000,1,5000,1250,3750,34215,37965
TX-001946,2027-04-30 09:53,C03812,Glue Stick UHU,Inkspire,12000,1,12000,0,12000,47423,59423
TX-001947,2027-05-01 09:53,C03813,Amplop Putih,Papirus,1200,5,6000,1080,4920,24884,29804
TX-001948,2027-05-02 09:53,C03814,Kalkulator Casio,NexWrite,175000,3,525000,36750,488250,61052,549302
TX-001949,2027-05-03 09:53,C03815,Penggaris 30cm,Officeo,5000,4,20000,0,20000,0,20000
TX-001950,2027-05-04 09:53,C03816,Penghapus kecil,Papirus,3000,4,12000,1800,10200,32228,42428
TX-001951,2027-05-05 09:53,C03817,Kalkulator Casio,Graphen,175000,1,175000,0,175000,42999,217999
TX-001952,2027-05-06 09:53,C03818,Cutter kecil,Flowline,10000,4,40000,4000,36000,8186,44186
TX-001953,2027-05-07 09:53,C03819,Map A4,Papirus,7000,5,35000,0,35000,7030,42030
TX-001954,2027-05-08 09:53,C03820,Paper Clip Joyko,Prograph,7000,5,35000,6300,28700,67910,96610
TX-001955,2027-05-09 09:53,C03821,Buku Tulis Sidu 38L,Lumora,4500,3,13500,0,13500,8047,21547
TX-001956,2027-05-10 09:53,C03822,Buku Tulis Sidu 38L,Pentagio,4500,1,4500,1350,3150,49462,52612
TX-001957,2027-05-11 09:53,C03823,Cutter kecil,Mepen,10000,4,40000,6000,34000,32688,66688
TX-001958,2027-05-12 09:53,C03824,Pulpen Pilot 0.5,Lumo,12000,3,36000,0,36000,0,36000
TX-001959,2027-05-13 09:53,C03825,Binder A5,Scriba,28000,2,56000,2800,53200,40879,94079
TX-001960,2027-05-14 09:53,C03826,Kalkulator Casio,Mepen,175000,3,525000,0,525000,8849,533849
TX-001961,2027-05-15 09:53,C03827,Spidol Snowman,Scriba,11000,5,55000,0,55000,15709,70709
TX-001962,2027-05-16 09:53,C03828,Penggaris 30cm,Statvio,5000,2,10000,0,10000,27454,37454
TX-001963,2027-05-17 09:53,C03829,Penghapus kecil,Vectro,3000,3,9000,0,9000,42346,51346
TX-001964,2027-05-18 09:53,C03830,Spidol Snowman,Prograph,11000,5,55000,0,55000,68117,123117
TX-001965,2027-05-19 09:53,C03831,Kalkulator Casio,Inklite,175000,4,700000,70000,630000,0,630000
TX-001966,2027-05-20 09:53,C03832,Amplop Putih,NexWrite,1200,2,2400,360,2040,0,2040
TX-001967,2027-05-21 09:53,C03833,Glue Stick UHU,Papermark,12000,3,36000,0,36000,0,36000
TX-001968,2027-05-22 09:53,C03834,Amplop Putih,Markify,1200,4,4800,0,4800,37830,42630
TX-001969,2027-05-23 09:53,C03835,Cutter kecil,DraftLab,10000,1,10000,1500,8500,45913,54413
TX-001970,2027-05-24 09:53,C03836,Spidol Snowman,Flowline,11000,3,33000,0,33000,31183,64183
TX-001971,2027-05-25 09:53,C03837,Map A4,Scriba,7000,3,21000,2100,18900,35197,54097
TX-001972,2027-05-26 09:53,C03838,Kertas HVS A4 70gsm 500lbr,Lumora,62000,5,310000,0,310000,0,310000
TX-001973,2027-05-27 09:53,C03839,Amplop Coklat F4,Statvio,2200,4,8800,0,8800,26254,35054
TX-001974,2027-05-28 09:53,C03840,Amplop Coklat F4,Markify,2200,2,4400,0,4400,0,4400
TX-001975,2027-05-29 09:53,C03841,Amplop Coklat F4,Graphen,2200,4,8800,1056,7744,26994,34738
TX-001976,2027-05-30 09:53,C03842,Kalkulator Casio,Scriba,175000,2,350000,0,350000,0,350000
TX-001977,2027-05-31 09:53,C03843,Map A4,Papermark,7000,4,28000,0,28000,5395,33395
TX-001978,2027-06-01 09:53,C03844,Buku Tulis Sidu 38L,Papirus,4500,3,13500,0,13500,60409,73909
TX-001979,2027-06-02 09:53,C03845,Map A4,Prograph,7000,3,21000,0,21000,31135,52135
TX-001980,2027-06-03 09:53,C03846,Pensil 2B,Mepen,5000,2,10000,700,9300,28176,37476
TX-001981,2027-06-04 09:53,C03847,Map A4,Graphen,7000,1,7000,0,7000,15642,22642
TX-001982,2027-06-05 09:53,C03848,Amplop Coklat F4,Flowline,2200,5,11000,0,11000,34974,45974
TX-001983,2027-06-06 09:53,C03849,Penggaris 30cm,Scriba,5000,4,20000,4000,16000,7097,23097
TX-001984,2027-06-07 09:53,C03850,Cutter kecil,Writex,10000,2,20000,0,20000,0,20000
TX-001985,2027-06-08 09:53,C03851,Pulpen Pilot 0.5,DraftLab,12000,5,60000,0,60000,21554,81554
TX-001986,2027-06-09 09:53,C03852,Amplop Coklat F4,Notivo,2200,4,8800,0,8800,62222,71022
TX-001987,2027-06-10 09:53,C03853,Amplop Coklat F4,Pentagio,2200,1,2200,0,2200,58410,60610
TX-001988,2027-06-11 09:53,C03854,Spidol Snowman,Quillo,11000,5,55000,0,55000,0,55000
TX-001989,2027-06-12 09:53,C03855,Pulpen Pilot 0.5,Flowline,12000,5,60000,4200,55800,30418,86218
TX-001990,2027-06-13 09:53,C03856,Kalkulator Casio,Artlinez,175000,5,875000,0,875000,0,875000
TX-001991,2027-06-14 09:53,C03857,Amplop Coklat F4,Papirus,2200,5,11000,0,11000,15647,26647
TX-001992,2027-06-15 09:53,C03858,Amplop Coklat F4,Vectro,2200,3,6600,0,6600,26543,33143
TX-001993,2027-06-16 09:53,C03859,Glue Stick UHU,Pentagio,12000,4,48000,4800,43200,25206,68406
TX-001994,2027-06-17 09:53,C03860,Glue Stick UHU,Vectro,12000,2,24000,0,24000,27430,51430
TX-001995,2027-06-18 09:53,C03861,Cutter kecil,Inkspire,10000,3,30000,0,30000,17699,47699
TX-001996,2027-06-19 09:53,C03862,Pulpen Pilot 0.5,Graphen,12000,2,24000,4800,19200,54916,74116
TX-001997,2027-06-20 09:53,C03863,Amplop Putih,Inkspire,1200,1,1200,120,1080,0,1080
TX-001998,2027-06-21 09:53,C03864,Amplop Coklat F4,Vectro,2200,1,2200,110,2090,0,2090
TX-001999,2027-06-22 09:53,C03865,Binder A5,Pensta,28000,3,84000,0,84000,0,84000
TX-002000,2027-06-23 09:53,C03866,Amplop Putih,Draftex,1200,1,1200,0,1200,0,1200
TX-002001,2027-06-24 09:53,C03867,Kertas HVS A4 70gsm 500lbr,Pentagio,62000,2,124000,0,124000,35645,159645
TX-002002,2027-06-25 09:53,C03868,Spidol Snowman,Mepen,11000,5,55000,0,55000,25675,80675
TX-002003,2027-06-26 09:53,C03869,Cutter kecil,Prograph,10000,1,10000,0,10000,67419,77419
TX-002004,2027-06-27 09:53,C03870,Buku Tulis Sidu 38L,Flowline,4500,2,9000,0,9000,33891,42891
TX-002005,2027-06-28 09:53,C03871,Stabilo Highlighter,Officeo,15000,4,60000,3000,57000,0,57000
TX-002006,2027-06-29 09:53,C03872,Glue Stick UHU,Pensta,12000,4,48000,0,48000,65606,113606
TX-002007,2027-06-30 09:53,C03873,Glue Stick UHU,Papirus,12000,1,12000,0,12000,36419,48419
TX-002008,2027-07-01 09:53,C03874,Penghapus kecil,Flowline,3000,1,3000,300,2700,40288,42988
TX-002009,2027-07-02 09:53,C03875,Glue Stick UHU,Writex,12000,2,24000,0,24000,35686,59686
TX-002010,2027-07-03 09:53,C03876,Glue Stick UHU,Mepen,12000,3,36000,2520,33480,53859,87339
TX-002011,2027-07-04 09:53,C03877,Amplop Putih,DraftLab,1200,3,3600,0,3600,7255,10855
TX-002012,2027-07-05 09:53,C03878,Spidol Snowman,Vectro,11000,1,11000,0,11000,40868,51868
TX-002013,2027-07-06 09:53,C03879,Spidol Snowman,Lumo,11000,1,11000,0,11000,0,11000
TX-002014,2027-07-07 09:53,C03880,Stabilo Highlighter,Vectro,15000,3,45000,8100,36900,52059,88959
TX-002015,2027-07-08 09:53,C03881,Penghapus kecil,Draftex,3000,5,15000,2700,12300,24633,36933
TX-002016,2027-07-09 09:53,C03882,Glue Stick UHU,Statvio,12000,4,48000,3360,44640,0,44640
TX-002017,2027-07-10 09:53,C03883,Stabilo Highlighter,Pensta,15000,3,45000,0,45000,18942,63942
TX-002018,2027-07-11 09:53,C03884,Binder A5,Inklite,28000,1,28000,0,28000,17361,45361
TX-002019,2027-07-12 09:53,C03885,Buku Tulis Sidu 38L,NexWrite,4500,3,13500,1620,11880,65640,77520
TX-002020,2027-07-13 09:53,C03886,Glue Stick UHU,Markify,12000,2,24000,2400,21600,32405,54005
TX-002021,2027-07-14 09:53,C03887,Penggaris 30cm,Writex,5000,1,5000,0,5000,26842,31842
TX-002022,2027-07-15 09:53,C03888,Kertas HVS A4 70gsm 500lbr,Inklite,62000,2,124000,12400,111600,25438,137038
TX-002023,2027-07-16 09:53,C03889,Cutter kecil,Flowline,10000,1,10000,700,9300,0,9300
TX-002024,2027-07-17 09:53,C03890,Map A4,Inklite,7000,1,7000,0,7000,29399,36399
TX-002025,2027-07-18 09:53,C03891,Binder A5,Officeo,28000,5,140000,0,140000,37602,177602
TX-002026,2027-07-19 09:53,C03892,Penggaris 30cm,Writex,5000,1,5000,0,5000,6897,11897
TX-002027,2027-07-20 09:53,C03893,Binder A5,Markify,28000,4,112000,0,112000,57458,169458
TX-002028,2027-07-21 09:53,C03894,Paper Clip Joyko,Officeo,7000,2,14000,0,14000,27947,41947
TX-002029,2027-07-22 09:53,C03895,Spidol Snowman,Vectro,11000,3,33000,0,33000,26638,59638
TX-002030,2027-07-23 09:53,C03896,Kertas HVS A4 70gsm 500lbr,DraftLab,62000,1,62000,0,62000,16548,78548
TX-002031,2027-07-24 09:53,C03897,Glue Stick UHU,Papermark,12000,5,60000,3000,57000,25665,82665
TX-002032,2027-07-25 09:53,C03898,Pensil 2B,Scriba,5000,2,10000,0,10000,0,10000
TX-002033,2027-07-26 09:53,C03899,Penghapus kecil,DraftLab,3000,5,15000,750,14250,34474,48724
TX-002034,2027-07-27 09:53,C03900,Pulpen Pilot 0.5,Pentagio,12000,2,24000,0,24000,55835,79835
TX-002035,2027-07-28 09:53,C03901,Stabilo Highlighter,Vectro,15000,5,75000,0,75000,0,75000
TX-002036,2027-07-29 09:53,C03902,Cutter kecil,NexWrite,10000,2,20000,0,20000,37059,57059
TX-002037,2027-07-30 09:53,C03903,Map A4,Lumora,7000,1,7000,0,7000,0,7000
TX-002038,2027-07-31 09:53,C03904,Glue Stick UHU,Inklite,12000,1,12000,0,12000,0,12000
TX-002039,2027-08-01 09:53,C03905,Cutter kecil,Markify,10000,2,20000,0,20000,5750,25750
TX-002040,2027-08-02 09:53,C03906,Spidol Snowman,Lumora,11000,1,11000,0,11000,7090,18090
TX-002041,2027-08-03 09:53,C03907,Binder A5,Papermark,28000,1,28000,0,28000,62844,90844
