ID_Transaction,Status Order
TX-002315,Completed
TX-002316,Completed
TX-002317,Completed
TX-002318,Completed
TX-002319,Completed
TX-002320,Completed
TX-002321,Return
TX-002322,Pending
TX-002323,Completed
TX-002324,Return
TX-002325,Completed
TX-002326,Return
TX-002327,Return
TX-002328,Return
TX-002329,Pending
TX-002330,Completed
TX-002331,Completed
TX-002332,Completed
TX-002333,Completed
TX-002334,Completed
TX-002335,Pending
TX-002336,Completed
TX-002337,Completed
TX-002338,Canceled
TX-002339,Completed
TX-002340,Canceled
TX-002341,Canceled
TX-002342,Pending
TX-002343,Completed
TX-002344,Completed
TX-002345,Completed
TX-002346,Completed
TX-002347,Completed
TX-002348,Completed
TX-002349,Completed
TX-002350,Completed
TX-002351,Completed
TX-002352,Completed
TX-002353,Pending
TX-002354,Completed
TX-002355,Completed
TX-002356,Completed
TX-002357,Pending
TX-002358,Completed
TX-002359,Completed
TX-002360,Canceled
TX-002361,Completed
TX-002362,Completed
TX-002363,Completed
TX-002364,Completed
TX-002365,Pending
TX-002366,Completed
TX-002367,Canceled
TX-002368,Completed
TX-002369,Completed
TX-002370,Canceled
TX-002371,Completed
TX-002372,Pending
TX-002373,Completed
TX-002374,Completed
TX-002375,Completed
TX-002376,Completed
TX-002377,Pending
TX-002378,Completed
TX-002379,Completed
TX-002380,Completed
TX-002381,Pending
TX-002382,Completed
TX-002383,Pending
TX-002384,Completed
TX-002385,Canceled
TX-002386,Completed
TX-002387,Completed
TX-002388,Pending
TX-002389,Completed
TX-002390,Canceled
TX-002391,Completed
TX-002392,Completed
TX-002393,Canceled
TX-002394,Completed
TX-002395,Completed
TX-002396,Completed
TX-002397,Pending
TX-002398,Completed
TX-002399,Canceled
TX-002400,Canceled
TX-002401,Completed
TX-002402,Completed
TX-002403,Completed
TX-002404,Completed
TX-002405,Pending
TX-002406,Completed
TX-002407,Completed
TX-002408,Completed
TX-002409,Completed
TX-002410,Completed
TX-002411,Completed
TX-002412,Completed
TX-002413,Completed
TX-002414,Completed
TX-002415,Pending
TX-002416,Completed
TX-002417,Canceled
TX-002418,Completed
TX-002419,Canceled
TX-002420,Canceled
TX-002421,Canceled
TX-002422,Pending
TX-002423,Completed
TX-002424,Completed
TX-002425,Completed
TX-002426,Completed
TX-002427,Completed
TX-002428,Completed
TX-002429,Canceled
TX-002430,Pending
TX-002431,Completed
TX-002432,Completed
TX-002433,Completed
TX-002434,Pending
TX-002435,Completed
TX-002436,Completed
TX-002437,Completed
TX-002438,Completed
TX-002439,Completed
TX-002440,Completed
TX-002441,Return
TX-002442,Completed
TX-002443,Completed
TX-002444,Return
TX-002445,Return
TX-002446,Completed
TX-002447,Completed
TX-002448,Completed
TX-002449,Completed
TX-002450,Pending
TX-002451,Return
TX-002452,Pending
TX-002453,Canceled
TX-002454,Completed
TX-002455,Completed
TX-002456,Pending
TX-002457,Pending
TX-002458,Canceled
TX-002459,Pending
TX-002460,Completed
TX-002461,Completed
TX-002462,Canceled
TX-002463,Canceled
TX-002464,Canceled
TX-002465,Pending
TX-002466,Completed
TX-002467,Completed
TX-002468,Completed
TX-002469,Completed
TX-002470,Completed
TX-002471,Completed
TX-002472,Completed
TX-002473,Completed
TX-002474,Completed
TX-002475,Completed
TX-002476,Completed
TX-002477,Completed
TX-002478,Completed
TX-002479,Completed
TX-002480,Completed
TX-002481,Completed
TX-002482,Completed
TX-002483,Pending
TX-002484,Completed
TX-002485,Completed
TX-002486,Completed
TX-002487,Completed
TX-002488,Completed
TX-002489,Completed
TX-002490,Pending
TX-002491,Return
TX-002492,Completed
TX-002493,Return
TX-002494,Completed
TX-002495,Completed
TX-002496,Completed
TX-002497,Completed
TX-002498,Completed
TX-002499,Completed
TX-002500,Completed
TX-002501,Completed
TX-002502,Completed
TX-002503,Pending
TX-002504,Completed
TX-002505,Pending
TX-002506,Completed
TX-002507,Completed
TX-002508,Completed
TX-002509,Completed
TX-002510,Completed
TX-002511,Completed
TX-002512,Pending
TX-002513,Pending
TX-002514,Completed
TX-002515,Pending
TX-002516,Pending
TX-002517,Completed
TX-002518,Completed
TX-002519,Completed
TX-002520,Pending
TX-002521,Completed
TX-002522,Completed
TX-002523,Pending
TX-002524,Completed
TX-002525,Completed
TX-002526,Completed
TX-002527,Completed
TX-002528,Completed
TX-002529,Completed
TX-002530,Completed
TX-002531,Return
TX-002532,Completed
TX-002533,Return
TX-002534,Completed
TX-002535,Completed
TX-002536,Pending
TX-002537,Pending
TX-002538,Completed
TX-002539,Completed
TX-002540,Pending
TX-002541,Completed
TX-002542,Pending
TX-002543,Pending
TX-002544,Completed
TX-002545,Completed
TX-002546,Completed
TX-002547,Canceled
TX-002548,Completed
TX-002549,Pending
TX-002550,Completed
TX-002551,Pending
TX-002552,Completed
TX-002553,Completed
TX-002554,Pending
TX-002555,Pending
TX-002556,Completed
TX-002557,Pending
TX-002558,Completed
TX-002559,Completed
TX-002560,Pending
TX-002561,Pending
TX-002562,Pending
TX-002563,Pending
TX-002564,Completed
TX-002565,Completed
TX-002566,Completed
TX-002567,Completed
TX-002568,Completed
TX-002569,Completed
TX-002570,Return
TX-002571,Completed
TX-002572,Completed
TX-002573,Return
TX-002574,Completed
TX-002575,Completed
TX-002576,Completed
TX-002577,Completed
TX-002578,Completed
TX-002579,Pending
TX-002580,Pending
TX-002581,Completed
TX-002582,Completed
TX-002583,Completed
TX-002584,Pending
TX-002585,Completed
TX-002586,Completed
TX-002587,Completed
TX-002588,Pending
TX-002589,Completed
TX-002590,Completed
TX-002591,Completed
TX-002592,Completed
TX-002593,Pending
TX-002594,Pending
TX-002595,Pending
TX-002596,Completed
TX-002597,Completed
TX-002598,Pending
TX-002599,Pending
TX-002600,Completed
TX-002601,Completed
TX-002602,Completed
TX-002603,Completed
TX-002604,Completed
TX-002605,Completed
TX-002606,Completed
TX-002607,Completed
TX-002608,Pending
TX-002609,Completed
TX-002610,Completed
TX-002611,Completed
TX-002612,Completed
TX-002613,Completed
TX-002614,Return
TX-002615,Completed
TX-002616,Canceled
TX-002617,Completed
TX-002618,Completed
TX-002619,Completed
TX-002620,Completed
TX-002621,Completed
TX-002622,Completed
TX-002623,Completed
TX-002624,Completed
TX-002625,Completed
TX-002626,Canceled
TX-002627,Completed
TX-002628,Completed
TX-002629,Completed
TX-002630,Completed
TX-002631,Canceled
TX-002632,Completed
TX-002633,Completed
TX-002634,Pending
TX-002635,Completed
TX-002636,Completed
TX-002637,Pending
TX-002638,Pending
TX-002639,Pending
TX-002640,Completed
TX-002641,Return
TX-002642,Completed
TX-002643,Completed
TX-002644,Completed
TX-002645,Completed
TX-002646,Completed
TX-002647,Pending
TX-002648,Completed
TX-002649,Completed
TX-002650,Completed
TX-002651,Pending
TX-002652,Completed
TX-002653,Completed
TX-002654,Completed
TX-002655,Pending
TX-002656,Completed
TX-002657,Completed
TX-002658,Pending
TX-002659,Completed
TX-002660,Canceled
TX-002661,Pending
TX-002662,Completed
TX-002663,Completed
TX-002664,Pending
TX-002665,Return
TX-002666,Completed
TX-002667,Completed
TX-002668,Completed
TX-002669,Completed
TX-002670,Completed
TX-002671,Completed
TX-002672,Completed
TX-002673,Completed
TX-002674,Canceled
TX-002675,Pending
TX-002676,Completed
TX-002677,Pending
TX-002678,Completed
TX-002679,Completed
TX-002680,Completed
TX-002681,Completed
TX-002682,Completed
TX-002683,Canceled
TX-002684,Pending
TX-002685,Completed
TX-002686,Completed
TX-002687,Completed
TX-002688,Completed
TX-002689,Completed
TX-002690,Pending
TX-002691,Canceled
TX-002692,Canceled
TX-002693,Completed
TX-002694,Canceled
TX-002695,Pending
TX-002696,Completed
TX-002697,Completed
TX-002698,Completed
TX-002699,Pending
TX-002700,Completed
TX-002701,Completed
TX-002702,Pending
TX-002703,Completed
TX-002704,Completed
TX-002705,Pending
TX-002706,Completed
TX-002707,Completed
TX-002708,Completed
TX-002709,Completed
TX-002710,Completed
TX-002711,Completed
TX-002712,Completed
TX-002713,Completed
TX-002714,Pending
TX-002715,Completed
TX-002716,Pending
TX-002717,Completed
TX-002718,Completed
TX-002719,Canceled
TX-002720,Completed
TX-002721,Completed
TX-002722,Completed
TX-002723,Pending
TX-002724,Pending
TX-002725,Pending
TX-002726,Pending
TX-002727,Pending
TX-002728,Completed
TX-002729,Completed
TX-002730,Completed
TX-002731,Completed
TX-002732,Completed
TX-002733,Pending
TX-002734,Completed
TX-002735,Completed
TX-002736,Completed
TX-002737,Completed
TX-002738,Completed
TX-002739,Pending
TX-002740,Completed
TX-002741,Completed
TX-002742,Return
TX-002743,Completed
TX-002744,Completed
TX-002745,Pending
TX-002746,Completed
TX-002747,Completed
TX-002748,Pending
TX-002749,Completed
TX-002750,Completed
TX-002751,Completed
TX-002752,Completed
TX-002753,Pending
TX-002754,Completed
TX-002755,Completed
TX-002756,Return
TX-002757,Completed
TX-002758,Completed
TX-002759,Completed
TX-002760,Pending
TX-002761,Pending
TX-002762,Pending
TX-002763,Completed
TX-002764,Canceled
TX-002765,Completed
TX-002766,Pending
TX-002767,Completed
TX-002768,Completed
TX-002769,Pending
TX-002770,Completed
TX-002771,Pending
TX-002772,Completed
TX-002773,Pending
TX-002774,Pending
TX-002775,Completed
TX-002776,Pending
TX-002777,Completed
TX-002778,Completed
TX-002779,Completed
TX-002780,Completed
TX-002781,Completed
TX-002782,Completed
TX-002783,Completed
TX-002784,Pending
TX-002785,Pending
TX-002786,Canceled
TX-002787,Completed
TX-002788,Completed
TX-002789,Canceled
TX-002790,Completed
TX-002791,Completed
TX-002792,Pending
TX-002793,Completed
TX-002794,Completed
TX-002795,Completed
TX-002796,Pending
TX-002797,Completed
TX-002798,Completed
TX-002799,Completed
TX-002800,Pending
TX-002801,Completed
TX-002802,Completed
TX-002803,Completed
TX-002804,Completed
TX-002805,Completed
TX-002806,Completed
TX-002807,Completed
TX-002808,Completed
TX-002809,Completed
TX-002810,Pending
TX-002811,Completed
TX-002812,Completed
TX-002813,Pending
TX-002814,Canceled
TX-002815,Pending
TX-002816,Pending
TX-002817,Canceled
TX-002818,Pending
TX-002819,Pending
TX-002820,Pending
TX-002821,Completed
TX-002822,Canceled
TX-002823,Completed
TX-002824,Canceled
TX-002825,Completed
TX-002826,Canceled
TX-002827,Completed
TX-002828,Completed
TX-002829,Completed
TX-002830,Completed
TX-002831,Completed
TX-002832,Completed
TX-002833,Completed
TX-002834,Completed
TX-002835,Return
TX-002836,Completed
TX-002837,Completed
TX-002838,Completed
TX-002839,Completed
TX-002840,Return
TX-002841,Return
TX-002842,Completed
TX-002843,Completed
TX-002844,Pending
TX-002845,Pending
TX-002846,Pending
TX-002847,Completed
TX-002848,Return
TX-002849,Pending
TX-002850,Completed
TX-002851,Pending
TX-002852,Pending
TX-002853,Completed
TX-002854,Completed
TX-002855,Completed
TX-002856,Completed
TX-002857,Completed
TX-002858,Completed
TX-002859,Canceled
TX-002860,Pending
TX-002861,Completed
TX-002862,Completed
TX-002863,Pending
TX-002864,Canceled
TX-002865,Completed
TX-002866,Pending
TX-002867,Completed
TX-002868,Completed
TX-002869,Completed
TX-002870,Completed
TX-002871,Completed
TX-002872,Completed
TX-002873,Completed
TX-002874,Completed
TX-002875,Completed
TX-002876,Pending
TX-002877,Pending
TX-002878,Completed
TX-002879,Completed
TX-002880,Completed
TX-002881,Pending
TX-002882,Completed
TX-002883,Completed
TX-002884,Completed
TX-002885,Completed
TX-002886,Canceled
TX-002887,Completed
TX-002888,Completed
TX-002889,Pending
TX-002890,Pending
TX-002891,Completed
TX-002892,Pending
TX-002893,Canceled
TX-002894,Completed
TX-002895,Pending
TX-002896,Pending
TX-002897,Completed
TX-002898,Completed
TX-002899,Completed
TX-002900,Pending
TX-002901,Pending
TX-002902,Completed
TX-002903,Completed
TX-002904,Completed
TX-002905,Completed
TX-002906,Completed
TX-002907,Pending
TX-002908,Pending
TX-002909,Completed
TX-002910,Pending
TX-002911,Completed
TX-002912,Pending
TX-002913,Completed
TX-002914,Completed
TX-002915,Completed
TX-002916,Completed
TX-002917,Completed
TX-002918,Completed
TX-002919,Completed
TX-002920,Completed
TX-002921,Completed
TX-002922,Pending
TX-002923,Completed
TX-002924,Completed
TX-002925,Completed
TX-002926,Completed
TX-002927,Completed
TX-002928,Completed
TX-002929,Completed
TX-002930,Completed
TX-002931,Completed
TX-002932,Completed
TX-002933,Completed
TX-002934,Completed
TX-002935,Completed
TX-002936,Completed
TX-002937,Completed
TX-002938,Completed
TX-002939,Return
TX-002940,Completed
TX-002941,Completed
TX-002942,Completed
TX-002943,Completed
TX-002944,Canceled
TX-002945,Completed
TX-002946,Completed
TX-002947,Completed
TX-002948,Completed
TX-002949,Completed
TX-002950,Completed
TX-002951,Completed
TX-002952,Completed
TX-002953,Pending
TX-002954,Completed
TX-002955,Completed
TX-002956,Pending
TX-002957,Pending
TX-002958,Completed
TX-002959,Completed
TX-002960,Return
TX-002961,Completed
TX-002962,Completed
TX-002963,Completed
TX-002964,Completed
TX-002965,Completed
TX-002966,Completed
TX-002967,Pending
TX-002968,Completed
TX-002969,Pending
TX-002970,Completed
TX-002971,Pending
TX-002972,Pending
TX-002973,Completed
TX-002974,Completed
TX-002975,Completed
TX-002976,Pending
TX-002977,Completed
TX-002978,Completed
TX-002979,Completed
TX-002980,Canceled
TX-002981,Completed
TX-002982,Completed
TX-002983,Completed
TX-002984,Canceled
TX-002985,Completed
TX-002986,Completed
TX-002987,Completed
TX-002988,Completed
TX-002989,Completed
TX-002990,Completed
TX-002991,Pending
TX-002992,Pending
TX-002993,Canceled
TX-002994,Return
TX-002995,Completed
TX-002996,Return
TX-002997,Completed
TX-002998,Return
TX-002999,Completed
TX-003000,Completed
TX-003001,Pending
TX-003002,Completed
TX-003003,Completed
TX-003004,Completed
TX-003005,Completed
TX-003006,Completed
TX-003007,Completed
TX-003008,Completed
TX-003009,Pending
TX-003010,Completed
TX-003011,Completed
TX-003012,Completed
TX-003013,Completed
TX-003014,Completed
TX-003015,Completed
TX-003016,Pending
TX-003017,Completed
TX-003018,Completed
TX-003019,Completed
TX-003020,Completed
TX-003021,Completed
TX-003022,Completed
TX-003023,Completed
TX-003024,Completed
TX-003025,Pending
TX-003026,Completed
TX-003027,Completed
TX-003028,Completed
TX-003029,Pending
TX-003030,Completed
TX-003031,Pending
TX-003032,Pending
TX-003033,Completed
TX-003034,Completed
TX-003035,Completed
TX-003036,Completed
TX-003037,Completed
TX-003038,Completed
TX-003039,Completed
TX-003040,Completed
TX-003041,Completed
TX-003042,Completed
TX-003043,Completed
TX-003044,Completed
TX-003045,Completed
TX-003046,Completed
TX-003047,Completed
TX-003048,Completed
TX-003049,Completed
TX-003050,Completed
TX-003051,Completed
TX-003052,Completed
TX-003053,Pending
TX-003054,Completed
TX-003055,Completed
TX-003056,Completed
TX-003057,Completed
TX-003058,Canceled
TX-003059,Completed
TX-003060,Completed
TX-003061,Canceled
TX-003062,Completed
TX-003063,Completed
TX-003064,Completed
TX-003065,Completed
TX-003066,Completed
TX-003067,Completed
TX-003068,Completed
TX-003069,Pending
TX-003070,Completed
TX-003071,Completed
TX-003072,Completed
TX-003073,Completed
TX-003074,Return
TX-003075,Completed
TX-003076,Completed
TX-003077,Completed
TX-003078,Completed
TX-003079,Completed
TX-003080,Completed
TX-003081,Completed
TX-003082,Completed
TX-003083,Completed
TX-003084,Completed
TX-003085,Completed
TX-003086,Canceled
TX-003087,Completed
TX-003088,Completed
TX-003089,Completed
TX-003090,Pending
TX-003091,Completed
TX-003092,Completed
TX-003093,Completed
TX-003094,Pending
TX-003095,Completed
TX-003096,Completed
TX-003097,Completed
TX-003098,Pending
TX-003099,Completed
TX-003100,Pending
TX-003101,Completed
TX-003102,Completed
TX-003103,Canceled
TX-003104,Canceled
TX-003105,Completed
TX-003106,Completed
TX-003107,Canceled
TX-003108,Canceled
TX-003109,Completed
TX-003110,Completed
TX-003111,Completed
TX-003112,Completed
TX-003113,Completed
TX-003114,Completed
TX-003115,Canceled
TX-003116,Completed
TX-003117,Completed
TX-003118,Completed
TX-003119,Completed
TX-003120,Completed
TX-003121,Completed
TX-003122,Pending
TX-003123,Canceled
TX-003124,Completed
TX-003125,Completed
TX-003126,Completed
TX-003127,Completed
TX-003128,Canceled
TX-003129,Completed
TX-003130,Completed
TX-003131,Return
TX-003132,Completed
TX-003133,Completed
TX-003134,Completed
TX-003135,Completed
TX-003136,Completed
TX-003137,Completed
TX-003138,Completed
TX-003139,Pending
TX-003140,Pending
TX-003141,Completed
TX-003142,Completed
TX-003143,Pending
TX-003144,Pending
TX-003145,Completed
TX-003146,Completed
TX-003147,Canceled
TX-003148,Canceled
TX-003149,Completed
TX-003150,Pending
TX-003151,Canceled
TX-003152,Pending
TX-003153,Return
TX-003154,Canceled
TX-003155,Completed
TX-003156,Canceled
TX-003157,Pending
TX-003158,Pending
TX-003159,Completed
TX-003160,Completed
TX-003161,Completed
TX-003162,Completed
TX-003163,Completed
TX-003164,Completed
TX-003165,Completed
TX-003166,Return
TX-003167,Completed
TX-003168,Completed
TX-003169,Completed
TX-003170,Canceled
TX-003171,Completed
TX-003172,Completed
TX-003173,Pending
TX-003174,Completed
TX-003175,Completed
TX-003176,Completed
TX-003177,Completed
TX-003178,Pending
TX-003179,Completed
TX-003180,Completed
TX-003181,Completed
TX-003182,Canceled
TX-003183,Completed
TX-003184,Completed
TX-003185,Completed
TX-003186,Completed
TX-003187,Completed
TX-003188,Completed
TX-003189,Completed
TX-003190,Completed
TX-003191,Canceled
TX-003192,Completed
TX-003193,Return
TX-003194,Completed
TX-003195,Completed
TX-003196,Return
TX-003197,Completed
TX-003198,Completed
TX-003199,Completed
TX-003200,Completed
TX-003201,Completed
TX-003202,Completed
TX-003203,Pending
TX-003204,Pending
TX-003205,Completed
TX-003206,Pending
TX-003207,Completed
TX-003208,Completed
TX-003209,Completed
TX-003210,Completed
TX-003211,Canceled
TX-003212,Completed
TX-003213,Completed
TX-003214,Completed
TX-003215,Completed
TX-003216,Completed
TX-003217,Pending
TX-003218,Completed
TX-003219,Completed
TX-003220,Completed
TX-003221,Completed
TX-003222,Completed
TX-003223,Completed
TX-003224,Completed
TX-003225,Completed
TX-003226,Completed
TX-003227,Completed
TX-003228,Pending
TX-003229,Completed
TX-003230,Pending
TX-003231,Completed
TX-003232,Completed
TX-003233,Completed
TX-003234,Canceled
TX-003235,Completed
TX-003236,Completed
TX-003237,Completed
TX-003238,Completed
TX-003239,Completed
TX-003240,Completed
TX-003241,Completed
TX-003242,Completed
TX-003243,Completed
TX-003244,Completed
TX-003245,Canceled
TX-003246,Completed
TX-003247,Completed
TX-003248,Canceled
TX-003249,Canceled
TX-003250,Completed
TX-003251,Completed
TX-003252,Completed
TX-003253,Completed
TX-003254,Pending
TX-003255,Completed
TX-003256,Completed
TX-003257,Completed
TX-003258,Canceled
TX-003259,Completed
TX-003260,Completed
TX-003261,Completed
TX-003262,Completed
TX-003263,Completed
TX-003264,Pending
TX-003265,Completed
TX-003266,Completed
TX-003267,Completed
TX-003268,Completed
TX-003269,Completed
TX-003270,Completed
TX-003271,Completed
TX-003272,Completed
TX-003273,Completed
TX-003274,Completed
TX-003275,Completed
TX-003276,Completed
TX-003277,Completed
TX-003278,Pending
TX-003279,Completed
TX-003280,Completed
TX-003281,Completed
TX-003282,Completed
TX-003283,Completed
TX-003284,Completed
TX-003285,Completed
TX-003286,Completed
TX-003287,Completed
TX-003288,Completed
TX-003289,Completed
TX-003290,Completed
TX-003291,Completed
TX-003292,Pending
TX-003293,Completed
TX-003294,Pending
TX-003295,Pending
TX-003296,Completed
TX-003297,Completed
TX-003298,Completed
TX-003299,Completed
TX-003300,Completed
TX-003301,Completed
TX-003302,Completed
TX-003303,Pending
TX-003304,Completed
TX-003305,Pending
TX-003306,Canceled
TX-003307,Pending
TX-003308,Completed
TX-003309,Completed
TX-003310,Pending
TX-003311,Completed
TX-003312,Completed
TX-003313,Completed
TX-003314,Completed
TX-003315,Pending
TX-003316,Pending
TX-003317,Completed
TX-003318,Completed
TX-003319,Pending
TX-003320,Canceled
TX-003321,Completed
TX-003322,Pending
TX-003323,Pending
TX-003324,Completed
TX-003325,Completed
TX-003326,Completed
TX-003327,Completed
TX-003328,Pending
TX-003329,Canceled
TX-003330,Completed
TX-003331,Canceled
TX-003332,Pending
TX-003333,Canceled
TX-003334,Canceled
TX-003335,Pending
TX-003336,Completed
TX-003337,Completed
TX-003338,Completed
TX-003339,Pending
TX-003340,Completed
TX-003341,Completed
TX-003342,Completed
TX-003343,Return
TX-003344,Completed
TX-003345,Return
TX-003346,Return
TX-003347,Completed
TX-003348,Completed
TX-003349,Pending
TX-003350,Completed
TX-003351,Completed
TX-003352,Pending
TX-003353,Pending
TX-003354,Pending
TX-003355,Pending
TX-003356,Pending
TX-003357,Return
TX-003358,Pending
TX-003359,Pending
TX-003360,Return
TX-003361,Completed
TX-003362,Completed
TX-003363,Completed
TX-003364,Completed
TX-003365,Pending
TX-003366,Pending
TX-003367,Pending
TX-003368,Completed
TX-003369,Completed
TX-003370,Completed
TX-003371,Canceled
TX-003372,Completed
TX-003373,Completed
TX-003374,Canceled
TX-003375,Completed
TX-003376,Completed
TX-003377,Completed
TX-003378,Pending
TX-003379,Completed
TX-003380,Pending
TX-003381,Completed
TX-003382,Completed
TX-003383,Completed
TX-003384,Completed
TX-003385,Completed
TX-003386,Completed
TX-003387,Pending
TX-003388,Completed
TX-003389,Canceled
TX-003390,Completed
TX-003391,Completed
TX-003392,Completed
TX-003393,Pending
TX-003394,Pending
TX-003395,Completed
TX-003396,Pending
TX-003397,Pending
TX-003398,Completed
TX-003399,Completed
TX-003400,Pending
TX-003401,Completed
TX-003402,Completed
TX-003403,Completed
TX-003404,Completed
TX-003405,Completed
TX-003406,Completed
TX-003407,Completed
TX-003408,Completed
TX-003409,Completed
TX-003410,Pending
TX-003411,Completed
TX-003412,Completed
TX-003413,Completed
TX-003414,Canceled
TX-003415,Completed
TX-003416,Canceled
TX-003417,Completed
TX-003418,Completed
TX-003419,Completed
TX-003420,Completed
TX-003421,Completed
TX-003422,Completed
TX-003423,Completed
TX-003424,Return
TX-003425,Completed
TX-003426,Completed
TX-003427,Completed
TX-003428,Completed
TX-003429,Completed
TX-003430,Completed
TX-003431,Completed
TX-003432,Completed
TX-003433,Completed
TX-003434,Completed
TX-003435,Completed
TX-003436,Completed
TX-003437,Completed
TX-003438,Completed
TX-003439,Pending
TX-003440,Pending
TX-003441,Completed
TX-003442,Completed
TX-003443,Completed
TX-003444,Completed
TX-003445,Completed
TX-003446,Completed
TX-003447,Completed
TX-003448,Pending
TX-003449,Canceled
TX-003450,Canceled
TX-003451,Completed
TX-003452,Canceled
TX-003453,Completed
TX-003454,Pending
TX-003455,Pending
TX-003456,Completed
TX-003457,Pending
TX-003458,Completed
TX-003459,Completed
TX-003460,Pending
TX-003461,Completed
TX-003462,Completed
TX-003463,Pending
TX-003464,Completed
TX-003465,Pending
TX-003466,Completed
TX-003467,Completed
TX-003468,Completed
TX-003469,Completed
TX-003470,Completed
TX-003471,Completed
TX-003472,Completed
TX-003473,Completed
TX-003474,Completed
TX-003475,Completed
TX-003476,Completed
TX-003477,Completed
TX-003478,Completed
TX-003479,Completed
TX-003480,Canceled
TX-003481,Completed
TX-003482,Completed
TX-003483,Completed
TX-003484,Completed
TX-003485,Pending
TX-003486,Pending
TX-003487,Completed
TX-003488,Pending
TX-003489,Return
TX-003490,Canceled
TX-003491,Completed
TX-003492,Canceled
TX-003493,Completed
TX-003494,Completed
TX-003495,Completed
TX-003496,Completed
TX-003497,Completed
TX-003498,Completed
TX-003499,Completed
TX-003500,Return
TX-003501,Completed
TX-003502,Completed
TX-003503,Return
TX-003504,Completed
TX-003505,Completed
TX-003506,Completed
TX-003507,Pending
TX-003508,Completed
TX-003509,Completed
TX-003510,Completed
TX-003511,Return
TX-003512,Completed
TX-003513,Completed
TX-003514,Completed
TX-003515,Completed
TX-003516,Completed
TX-003517,Completed
TX-003518,Completed
TX-003519,Completed
TX-003520,Completed
TX-003521,Completed
TX-003522,Completed
TX-003523,Completed
TX-003524,Completed
TX-003525,Completed
TX-003526,Completed
TX-003527,Completed
TX-003528,Completed
TX-003529,Completed
TX-003530,Completed
TX-003531,Completed
TX-003532,Completed
TX-003533,Completed
TX-003534,Pending
TX-003535,Completed
TX-003536,Completed
TX-003537,Completed
TX-003538,Canceled
TX-003539,Canceled
TX-003540,Canceled
TX-003541,Canceled
TX-003542,Canceled
TX-003543,Completed
TX-003544,Pending
TX-003545,Completed
TX-003546,Completed
TX-003547,Completed
TX-003548,Completed
TX-003549,Completed
TX-003550,Completed
TX-003551,Completed
TX-003552,Completed
TX-003553,Pending
TX-003554,Completed
TX-003555,Canceled
TX-003556,Completed
TX-003557,Completed
TX-003558,Completed
TX-003559,Pending
TX-003560,Completed
TX-003561,Canceled
TX-003562,Completed
TX-003563,Completed
TX-003564,Completed
TX-003565,Return
TX-003566,Completed
TX-003567,Completed
TX-003568,Return
TX-003569,Pending
TX-003570,Completed
TX-003571,Pending
TX-003572,Completed
TX-003573,Completed
TX-003574,Completed
TX-003575,Completed
TX-003576,Completed
TX-003577,Completed
TX-003578,Completed
TX-003579,Completed
TX-003580,Completed
TX-003581,Completed
TX-003582,Completed
TX-003583,Completed
TX-003584,Completed
TX-003585,Completed
TX-003586,Pending
TX-003587,Completed
TX-003588,Canceled
TX-003589,Completed
TX-003590,Completed
TX-003591,Pending
TX-003592,Canceled
TX-003593,Completed
TX-003594,Completed
TX-003595,Canceled
TX-003596,Completed
TX-003597,Canceled
TX-003598,Completed
TX-003599,Completed
TX-003600,Completed
TX-003601,Completed
TX-003602,Completed
TX-003603,Pending
TX-003604,Completed
TX-003605,Completed
TX-003606,Completed
TX-003607,Completed
TX-003608,Completed
TX-003609,Completed
TX-003610,Completed
TX-003611,Completed
TX-003612,Completed
TX-003613,Completed
TX-003614,Completed
TX-003615,Completed
TX-003616,Completed
TX-003617,Completed
TX-003618,Pending
TX-003619,Completed
TX-003620,Completed
TX-003621,Completed
TX-003622,Completed
TX-003623,Completed
TX-003624,Completed
TX-003625,Completed
TX-003626,Completed
TX-003627,Completed
TX-003628,Completed
TX-003629,Completed
TX-003630,Completed
TX-003631,Return
TX-003632,Completed
TX-003633,Completed
TX-003634,Completed
TX-003635,Completed
TX-003636,Completed
TX-003637,Canceled
TX-003638,Canceled
TX-003639,Completed
TX-003640,Completed
TX-003641,Pending
TX-003642,Pending
TX-003643,Canceled
TX-003644,Pending
TX-003645,Pending
TX-003646,Completed
TX-003647,Completed
TX-003648,Completed
TX-003649,Completed
TX-003650,Pending
TX-003651,Completed
TX-003652,Completed
TX-003653,Completed
TX-003654,Completed
TX-003655,Completed
TX-003656,Completed
TX-003657,Completed
TX-003658,Completed
TX-003659,Pending
TX-003660,Pending
TX-003661,Completed
TX-003662,Pending
TX-003663,Completed
TX-003664,Completed
TX-003665,Pending
TX-003666,Completed
TX-003667,Pending
TX-003668,Completed
TX-003669,Pending
TX-003670,Pending
TX-003671,Canceled
TX-003672,Pending
TX-003673,Return
TX-003674,Completed
TX-003675,Completed
TX-003676,Completed
TX-003677,Completed
TX-003678,Completed
TX-003679,Completed
TX-003680,Completed
TX-003681,Completed
TX-003682,Completed
TX-003683,Completed
TX-003684,Pending
TX-003685,Completed
TX-003686,Completed
TX-003687,Pending
TX-003688,Completed
TX-003689,Completed
TX-003690,Completed
TX-003691,Completed
TX-003692,Pending
TX-003693,Completed
TX-003694,Completed
TX-003695,Completed
TX-003696,Canceled
TX-003697,Completed
TX-003698,Completed
TX-003699,Completed
TX-003700,Completed
TX-003701,Pending
TX-003702,Completed
TX-003703,Return
TX-003704,Completed
TX-003705,Completed
TX-003706,Completed
TX-003707,Completed
